序号,日期,标题,url,解读评论,媒体名称,分类,调性分,质量分,正负面,导入时间,发布时间,曝光,点击,CTR,位置
4295,5.17,互联网的“流量焦虑时代”，自媒体和品牌是否迷失了初心？,http://view.inews.qq.com/a/20180517A07USB00,1,钛媒体APP,科技,中,3,中,2018/5/17 7:56,2018/5/17 7:50,32408,156,0.48%,科技频道-精品池
4296,5.17,患上“CEO病”之后，"铁人三项赛"选手领悟到成功创业真谛,http://view.inews.qq.com/a/TEC2018051700789200,1,腾讯创业,职场,高,3,中,2018/5/17 8:41,2018/5/17 8:28,413061,774,0.19%,"科技频道-精品池,Top频道-精品池"
4297,5.17,对打抖音，可能要靠音乐而不是短视频,http://view.inews.qq.com/a/20180517A0EQTK00,1,钛媒体APP,科技,中,3,中,2018/5/17 10:10,2018/5/17 10:03,585648,14628,2.50%,"科技频道-精品池,传媒频道-精品池"
4298,5.17,靠猛烧补贴抢市场，滴滴外卖能否将模式复制到全国？,http://view.inews.qq.com/a/20180517A0HJ8C00,1,钛媒体APP,科技,中,3,中,2018/5/17 10:45,2018/5/17 10:42,116118,661,0.57%,"科技频道-精品池,股票频道-精品池"
4299,5.17,遭遇瑞幸咖啡正面炮轰，星巴克“佛系”回应难逃垄断指控,http://view.inews.qq.com/a/20180517A0GIF800,1,三眼世界,科技,高,3,中,2018/5/17 11:08,2018/5/17 10:31,133130,7122,5.35%,"科技频道-精品池,Top频道-精品池"
4300,5.17,强敌环伺中异军突起，拼多多趣头条们做对了什么？,http://view.inews.qq.com/a/20180517A0U4C400,1,钛媒体APP,科技,中,4,中,2018/5/17 14:47,2018/5/17 14:15,732385,2789,0.38%,"科技频道-精品池,Top频道-精品池"
4301,5.17,零经验跨行，我是如何拿到谷歌等大公司 offer 的？,http://view.inews.qq.com/a/20180517A0S10L00,1,36氪,职场,中,3,中,2018/5/17 14:47,2018/5/17 13:24,12034,111,0.92%,科技频道-精品池
4302,5.17,10个月超12名高管离开！亚马逊为何遭遇“离职潮”？,http://view.inews.qq.com/a/20180517A0TMPA00,1,全天候科技,科技,中,3,中,2018/5/17 14:30,2018/5/17 14:06,497547,2648,0.53%,"财经频道-精品池,Top频道-精品池,科技频道-精品池"
4303,5.17,科技企业招了这么多人，为什么还是不够用？,http://view.inews.qq.com/a/20180517A0OQJY00,1,36氪,科技,中,3,中,2018/5/17 17:05,2018/5/17 12:20,19547,298,1.52%,科技频道-精品池
4304,5.17,信息过载的时代，如何治好我们的“知识焦虑症”？ ,http://view.inews.qq.com/a/20180517A0NYAO00,1,经纬创投,职场,中,3,中,2018/5/17 15:24,2018/5/17 12:09,75891,320,0.42%,"职场频道-精品池,科技频道-精品池"
4305,5.17,星巴克正失去咖啡布道者的魅力 谁是下一个星巴克？,http://view.inews.qq.com/a/20180517A0MC6Y00,1,钛媒体APP,生活方式,中,3,中,2018/5/17 11:53,2018/5/17 11:48,3554178,14061,0.40%,"财经频道-精品池,Top频道-精品池,股票频道-精品池,科技频道-精品池"
4306,5.17,技术强大的日本，为什么却做不好智能手机？,http://view.inews.qq.com/a/20180517A0V3FM00,1,多少说,数码,中,3,中,2018/5/17 17:15,2018/5/17 14:33,2819736,63878,2.27%,科技频道-精品池
4307,5.17,越界的互联网巨头与社会的 “报复”,http://view.inews.qq.com/a/20180517A0ZH5P00,1,爱范儿,科技,中,3,中,2018/5/17 17:26,2018/5/17 15:41,21494,107,0.50%,科技频道-精品池
4308,5.17,董明珠再画饼：要给8万员工分房，相当于格力5年半净利润,http://view.inews.qq.com/a/20180517A1HRVL00,1,AI财经社,科技,中,4,中,2018/5/17 18:58,2018/5/17 18:57,10050057,248676,2.47%,"科技频道-精品池,财经频道-精品池,Top频道-精品池,房产频道-精品池"
4309,5.17,贾跃亭的FF中国总部明日宣布开工？三地招人，预定车主接到电话,http://view.inews.qq.com/a/AUT2018051702641900,1,腾讯汽车,科技,高,3,中,2018/5/17 14:58,2018/5/17 14:56,7153911,144501,2.02%,"汽车频道-精品池,财经频道-精品池,科技频道-精品池,必读频道-精品池,Top频道-精品池,珠海地方站-精品池"
4310,5.17,“三岔路口”的美团：到底该尽快IPO 还是无限期延迟上市？,http://view.inews.qq.com/a/20180517A0QMYV00,1,36氪,科技,中,3,中,2018/5/17 13:05,2018/5/17 13:01,438863,1774,0.40%,"股票频道-精品池,Top频道-精品池,财经频道-精品池,科技频道-精品池"
4311,5.17,共享单车转为出行生态之争 哈罗单车凭何突围而出,http://view.inews.qq.com/a/20180517A1783P00,1,长庚小报,科技,中,3,中,2018/5/17 17:28,2018/5/17 17:15,8235,139,1.69%,科技频道-精品池
4312,5.17,唯品会“布阵”：连续22季盈利后，靠什么打破行业流量天花板？,http://view.inews.qq.com/a/20180517A14ZOM00,1,无冕财经,科技,中,3,中,2018/5/17 17:29,2018/5/17 16:53,28668,330,1.15%,科技频道-精品池
4313,5.17,日本又一制造业巨头陷入危机，一天时间市值蒸发上千亿，你咋看？,http://view.inews.qq.com/a/20180517A1LSD300,1,多少说,科技,中,3,中,2018/5/17 20:11,2018/5/17 19:55,4128729,170030,4.12%,科技频道-精品池
4314,5.17,人民日报：保障乘客安全是网约车规范发展的底线,http://view.inews.qq.com/a/TEC2018051700337400,1,人民日报,社会,高,3,中,2018/5/17 7:06,2018/5/17 7:05,18770256,37203,0.20%,科技频道-精品池
4315,5.17,互联网的下半场，为什么我们看好网易?,http://view.inews.qq.com/a/20180517A1S0IJ00,1,点拾朱昂,科技,高,3,中,2018/5/17 22:05,2018/5/17 21:16,475939,3002,0.63%,"科技频道-精品池,Top频道-精品池"
4316,5.17,当DPOS投票机制在巨额利益面前失效时，区块链该怎么走下去？,http://view.inews.qq.com/a/20180517A1DLOF00,1,区块律动,科技,高,3,中,2018/5/17 22:42,2018/5/17 18:12,67897,150,0.22%,"科技频道-精品池,Top频道-精品池"
4317,5.17,中国机器人产业调查：到底发展到什么程度？与国外差距有多大？,http://view.inews.qq.com/a/20180517A1GZSQ00,1,GPLP,科技,高,3,中,2018/5/17 20:02,2018/5/17 18:46,299148,3480,1.16%,"财经频道-精品池,科技频道-精品池,Top频道-精品池"
4318,5.17,英伟达在AI芯片领域真的无人能挡吗？,http://view.inews.qq.com/a/20180517A1FMZ400,1,雷锋网,科技,高,3,中,2018/5/17 22:44,2018/5/17 18:30,501274,13508,2.69%,"科技频道-精品池,Top频道-精品池"
4319,5.17,京东金融到底该值多少钱?,http://view.inews.qq.com/a/20180517A1TG2A00,1,GPLP,科技,高,3,中,2018/5/17 22:53,2018/5/17 21:39,3484,59,1.69%,"科技频道-精品池,Top频道-精品池"
4320,5.17,年初五连发不尽兴？为什么诺基亚还要推出NokiaX6？,http://view.inews.qq.com/a/20180516A1MIHV00,1,科技有意思,数码,中,3,中,2018/5/17 22:53,2018/5/17 8:24,96983,1171,1.21%,科技频道-精品池
4321,5.17,从上市公司年报看新零售如何提供新动能？,http://view.inews.qq.com/a/20180517A1Y3KV00,1,新商业评论,科技,中,3,中,2018/5/17 23:24,2018/5/17 23:11,4472,46,1.03%,科技频道-精品池
4322,5.17,少听大忽悠的AI万能论：不打开四道锁，企业永远无法享用AI,http://view.inews.qq.com/a/20180517A1UQA800,1,脑极体,科技,高,3,中,2018/5/17 23:31,2018/5/17 22:04,215120,1121,0.52%,"科技频道-精品池,Top频道-精品池"
4323,5.17,特斯拉要在中国造车，还要迈过这七道坎,http://view.inews.qq.com/a/20180517A14DLW00,1,钛媒体APP,科技,中,4,中,2018/5/17 16:54,2018/5/17 16:45,725715,5538,0.76%,"股票频道-精品池,财经频道-精品池,科技频道-精品池"
4324,5.17,光明网评论员：联想锤子，爱国精X，这都哪跟哪,http://view.inews.qq.com/a/20180517B0XEYV00,1,光明网,科技,高,3,中,2018/5/17 16:42,2018/5/17 15:00,914124,15042,1.65%,科技频道-精品池
4325,5.17,IP和AI背后，爱奇艺的“新世界”到底是什么？,http://view.inews.qq.com/a/20180517A1YFOW00,,极客公园,科技,高,3,中,2018/5/17 23:24,2018/5/17 23:21,373028,1036,0.28%,"科技频道-精品池,Top频道-精品池"
4326,5.17,女装电商Lulus获1.2亿美元融资，能从同质化中成功突围？,http://view.inews.qq.com/a/20180517A1OMTY00,,36氪,科技,高,3,中,2018/5/17 20:51,2018/5/17 20:27,76859,7526,9.79%,"科技频道-精品池,传媒频道-精品池"
4327,5.17,任天堂带起复刻游戏机“妖风邪气”，但凭什么情怀只有它卖出去？,http://view.inews.qq.com/a/20180517A1HS2X00,,极客公园,游戏,高,3,中,2018/5/17 23:28,2018/5/17 18:57,754066,14152,1.88%,"科技频道-精品池,Top频道-精品池,传媒频道-精品池"
4328,5.17,VR里的虚拟老师陪你练口语，PlusOne获天使轮千万元投资,http://view.inews.qq.com/a/20180517A0WBYI00,,36氪,科技,中,3,中,2018/5/17 17:32,2018/5/17 14:54,38792,7230,18.64%,"科技频道-精品池,传媒频道-精品池"
4329,5.17,南抖音，北快手？中国短视频的世界进击之路,http://view.inews.qq.com/a/20180517A1EZ9700,,文创资讯,科技,高,3,中,2018/5/17 22:55,2018/5/17 18:23,1440923,16481,1.14%,"科技频道-精品池,Top频道-精品池,娱乐频道-流量池"
4330,5.17,谷歌被控盗取用户资料，是甲骨文“蓄谋已久”的举报？,http://view.inews.qq.com/a/20180517A1WV7100,,国际金融报,科技,高,3,中,2018/5/17 23:23,2018/5/17 22:39,297679,842,0.28%,"财经频道-精品池,科技频道-精品池,Top频道-精品池"
4331,5.17,一季度业绩下滑，网易自研游戏吸金乏力？,http://view.inews.qq.com/a/20180517A1SYDE00,,北京商报,游戏,中,3,中,2018/5/17 21:42,2018/5/17 21:31,115826,380,0.33%,"科技频道-精品池,广东地方站-精品池"
4332,5.17,自动驾驶是如何一步步改变汽车设计的？,http://view.inews.qq.com/a/20180517A1LQA500,,新智驾,汽车,中,3,中,2018/5/17 19:57,2018/5/17 19:54,519218,5183,1.00%,"数码频道-精品池,科技频道-精品池"
4333,5.17,拥有性价比的诺基亚X6或会帮助诺基亚王者归来,http://view.inews.qq.com/a/20180517A1X1E400,,柏颖,数码,高,3,中,2018/5/17 23:48,2018/5/17 22:44,413089,6494,1.57%,"科技频道-精品池,Top频道-精品池"
4334,5.17,YouTube下周推出新版音乐服务 最终将取代谷歌音乐,http://view.inews.qq.com/a/TEC2018051703750700,,腾讯科技,科技,高,3,中,2018/5/17 23:51,2018/5/17 23:45,69854,365,0.52%,"科技频道-精品池,Top频道-精品池"
4335,5.17,40多年前硅谷高管怎么看刚创业的乔布斯？古怪的小丑,http://view.inews.qq.com/a/TEC2018051703752200,,腾讯科技,科技,高,3,中,2018/5/17 23:51,2018/5/17 23:51,668721,6278,0.94%,"科技频道-精品池,Top频道-精品池"
4336,5.17,越来越多证据表明苹果新园区会落户北卡州首府罗利市,http://view.inews.qq.com/a/TEC2018051703751400,,腾讯科技,科技,高,3,中,2018/5/17 23:51,2018/5/17 23:47,167784,820,0.49%,"科技频道-精品池,Top频道-精品池"
4337,5.17,俄饰品制造商发布首款配太阳能电池的定制版iPhone X,http://view.inews.qq.com/a/TEC2018051703750300,,腾讯科技,数码,高,4,中,2018/5/17 23:51,2018/5/17 23:43,742051,12243,1.65%,"科技频道-精品池,Top频道-精品池"
4338,5.17,马斯克：特斯拉事故不该成新闻头条 普通汽车事故率更高,http://view.inews.qq.com/a/TEC2018051703516100,,腾讯科技,科技,高,3,中,2018/5/17 20:37,2018/5/17 20:36,379574,2620,0.69%,"科技频道-精品池,Top频道-精品池"
4339,5.17,傅盛、梁建章、邢波等大佬为你揭秘AI的“危”与“机”,http://view.inews.qq.com/a/20180517A1YNXY00,,笔记侠,科技,高,3,中,2018/5/17 23:31,2018/5/17 23:28,80350,380,0.47%,"科技频道-精品池,Top频道-精品池"
4340,5.17,物流行业扎堆无人配送，距离商业化落地还有多远？,http://view.inews.qq.com/a/20180517A1ALOP00,,36氪,科技,高,3,中,2018/5/17 23:17,2018/5/17 17:44,--,--,--,"科技频道-精品池,Top频道-精品池"
4341,5.17,马云再曝金句：人工智能还在幼儿园时代！机器再牛X也是人造的！,http://view.inews.qq.com/a/20180517A1FM2Q00,,科学的fan,科技,高,3,中,2018/5/17 23:19,2018/5/17 18:30,--,--,--,"科技频道-精品池,Top频道-精品池"
4342,5.17,三星Bixby拟今年登陆烤箱和机器人清洁器,http://view.inews.qq.com/a/TEC2018051703722700,,腾讯科技,科技,高,3,中,2018/5/17 23:21,2018/5/17 23:20,--,--,--,"科技频道-精品池,Top频道-精品池"
4343,5.17,爱立信和软银合作 升级无线电接入网络,http://view.inews.qq.com/a/20180517A1XVRH00,,pingwest中文网,科技,高,3,中,2018/5/17 23:23,2018/5/17 23:05,--,--,--,"科技频道-精品池,Top频道-精品池"
4344,5.17,千元机王者诺基亚X6发布之后，小米的价格屠夫之位要拱手让人了,http://view.inews.qq.com/a/20180517A1FFZD00,,科学的fan,数码,中,3,中,2018/5/17 23:33,2018/5/17 18:27,--,--,--,科技频道-精品池
4345,5.17,“首飞”抢破头，火箭生意好做吗？,http://view.inews.qq.com/a/20180517A1WADT00,,寻找中国创客,科学,中,4,中,2018/5/17 22:37,2018/5/17 22:28,--,--,--,"科技频道-精品池,Top频道-精品池,财经频道-精品池"
4346,5.17,草地管理也有黑科技？MindSphere让安联球场草地发声,http://view.inews.qq.com/a/20180517A1GNEV00,,西门子中国,科技,中,3,中,2018/5/17 23:29,2018/5/17 18:42,--,--,--,科技频道-精品池
4347,5.17,他挥舞着死神的镰刀，实现了一万枚比特币的梦想,http://view.inews.qq.com/a/20180517A1HU1300,,区块链蓝海,科技,中,3,中,2018/5/17 23:28,2018/5/17 18:58,--,--,--,科技频道-精品池
4348,5.17,微软正式推出全新Xbox手柄，专为残障人士设计,http://view.inews.qq.com/a/20180517A1JJBV00,,雷科技,游戏,中,3,中,2018/5/17 19:51,2018/5/17 19:18,--,--,--,"数码频道-精品池,科技频道-精品池"
4349,5.17,玩马旅行轻身快跑：深耕目的地供应链2年，有望实现亿级营收,http://view.inews.qq.com/a/20180517A1BV6T00,,猎云网,科技,中,3,中,2018/5/17 23:19,2018/5/17 17:56,--,--,--,科技频道-精品池
4350,5.17,罗老师您好：您应该做点歌台更能“颠覆”世界,http://view.inews.qq.com/a/20180517A1NO6300,,动点科技,数码,高,3,中,2018/5/17 22:51,2018/5/17 20:17,--,--,--,"科技频道-精品池,Top频道-精品池"
4351,5.17,揭秘创业时局：《2017年中国创业市场分析报告》发布,http://view.inews.qq.com/a/20180517A1SD7800,,i黑马,科技,高,4,中,2018/5/17 22:51,2018/5/17 21:20,--,--,--,"科技频道-精品池,Top频道-精品池"
4352,5.17,易到复活：巩振兵出任CEO，不收佣金+下调费率两招打擂台赛,http://view.inews.qq.com/a/20180517A1I4MC00,,36氪,科技,高,3,中,2018/5/17 22:51,2018/5/17 19:03,--,--,--,"科技频道-精品池,Top频道-精品池"
4353,5.17,币安要构建“区块链世界中心”？何一：只是一个“玩笑”,http://view.inews.qq.com/a/20180517A1KBWU00,,科技新知,财经,高,3,中,2018/5/17 22:51,2018/5/17 19:32,--,--,--,"科技频道-精品池,Top频道-精品池"
4354,5.17,西服暴徒、复联、刘海屏……几个关键词带你看懂一加6,http://view.inews.qq.com/a/20180517A1XEJM00,,首席人物观,数码,高,3,中,2018/5/17 22:57,2018/5/17 22:53,--,--,--,"科技频道-精品池,Top频道-精品池"
4355,5.17,柳传志出来澄清的那次投票，作用没你想得那么大,http://view.inews.qq.com/a/20180517A1WAOC00,,寻找中国创客,科技,高,4,中,2018/5/17 23:09,2018/5/17 22:28,--,--,--,"科技频道-精品池,Top频道-精品池"
4356,5.17,三星拟招1000名AI专家，开发更强Bixby 语音助手,http://view.inews.qq.com/a/20180517A1VBWT00,,pingwest中文网,科技,中,3,中,2018/5/17 23:10,2018/5/17 22:10,--,--,--,科技频道-精品池
4357,5.17,中国首枚民营自研商业火箭成功发射，马斯克迎来强劲对手？,http://view.inews.qq.com/a/20180517A1FLBW00,,多少说,科学,高,3,中,2018/5/17 22:42,2018/5/17 18:29,--,--,--,"科技频道-精品池,Top频道-精品池"
4358,5.17,特斯拉的AI以及制造革命,http://view.inews.qq.com/a/20180517A1EXGH00,,DoNews,科技,高,3,中,2018/5/17 22:42,2018/5/17 18:22,--,--,--,"科技频道-精品池,Top频道-精品池"
4359,5.17,前Uber增长团队主管：增长的五个关键经验,http://view.inews.qq.com/a/20180517A1ALGZ00,,36氪,科技,高,4,中,2018/5/17 22:42,2018/5/17 17:44,--,--,--,"科技频道-精品池,Top频道-精品池"
4360,5.17,监管下的拍拍贷：一季度营收9.17亿，加码智慧金融,http://view.inews.qq.com/a/20180517B1BWJ100,,野马财经,科技,高,3,中,2018/5/17 22:42,2018/5/17 17:50,--,--,--,"科技频道-精品池,Top频道-精品池"
4361,5.17,特斯拉的未来，可能取决于对威廉,http://view.inews.qq.com/a/20180517A1I0YP00,,极客公园,娱乐,中,4,中,2018/5/17 22:44,2018/5/17 19:02,--,--,--,"科技频道-精品池,Top频道-精品池"
4362,5.17,摩根大通总裁：加密货币的概念是可行的，但比特币没有未来,http://view.inews.qq.com/a/20180517A1ANED00,,信链社,财经,高,3,中,2018/5/17 22:42,2018/5/17 17:45,--,--,--,"科技频道-精品池,Top频道-精品池"
4363,5.17,沙特5000亿美元打造智能城市，我们专访了AI造城关键人物,http://view.inews.qq.com/a/20180517A1ETLY00,,机器之能,科技,高,3,中,2018/5/17 22:44,2018/5/17 18:21,--,--,--,"科技频道-精品池,Top频道-精品池"
4364,5.17,为什么人工智能和加密货币造成了这种计算机芯片的稀缺？,http://view.inews.qq.com/a/20180517A1DL4000,,机器之能,科技,高,3,中,2018/5/17 22:44,2018/5/17 18:11,--,--,--,"科技频道-精品池,Top频道-精品池"
4365,5.17,谷歌助手带火国内智能语音创业？7天融资超1.8亿美元,http://view.inews.qq.com/a/20180517A1W9WU00,,寻找中国创客,科技,高,3,中,2018/5/17 22:46,2018/5/17 22:39,--,--,--,"科技频道-精品池,Top频道-精品池"
4366,5.17,刘作虎：智能手机下半场，一加是如何在寡头之争中活得很好的？,http://view.inews.qq.com/a/20180517A1X3SC00,,雷锋网,数码,高,3,中,2018/5/17 22:46,2018/5/17 22:45,--,--,--,"科技频道-精品池,Top频道-精品池"
4367,5.17,爱立信与软银合作 用机器学习算法升级无线电接入网络,http://view.inews.qq.com/a/TEC2018051703677800,,腾讯科技,科技,高,3,中,2018/5/17 22:47,2018/5/17 22:26,--,--,--,"科技频道-精品池,Top频道-精品池"
4368,5.17,云知声发布全球首款物联网AI芯片 黄伟找到了沙漠外的那片海,http://view.inews.qq.com/a/20180517A1EXRH00,,DoNews,科技,中,3,中,2018/5/17 22:58,2018/5/17 18:23,--,--,--,科技频道-精品池
4369,5.17,“创投女神”艾诚韩国首尔演讲：挫折和感恩成就一名成功创业者,http://view.inews.qq.com/a/20180517A1WRCP00,,艾问iAsk,时政,中,3,中,2018/5/17 22:58,2018/5/17 22:37,--,--,--,科技频道-精品池
4370,5.17,中国这家人工智能芯片创业公司，估值高达20亿美元,http://view.inews.qq.com/a/20180517A15PM500,,杨剑勇,科技,中,3,中,2018/5/17 22:53,2018/5/17 17:01,--,--,--,科技频道-精品池
4371,5.17,坚果R1小米MIX2s二选一 四千预算你看配置还是外观,http://view.inews.qq.com/a/20180517A0RYXJ00,,科技有意思,数码,中,3,中,2018/5/17 22:53,2018/5/17 14:31,--,--,--,科技频道-精品池
4372,5.17,CODING获腾讯云战略投资1亿元  推进云端开发管理平台,http://view.inews.qq.com/a/20180517A1LOK500,,雷锋网,科技,中,3,中,2018/5/17 22:53,2018/5/17 19:53,--,--,--,科技频道-精品池
4373,5.17,Twitter 推迟关闭旧有 API，向开发者提供替代工具,http://view.inews.qq.com/a/20180517A1I48700,,动点科技,科技,中,3,中,2018/5/17 22:51,2018/5/17 19:03,--,--,--,科技频道-精品池
4374,5.17,炒币“新韭菜”来啦！山寨币瞄向学生和老人，机构感叹钱太好挣,http://view.inews.qq.com/a/20180517A1H27C00,,懂懂笔记,财经,高,4,中,2018/5/17 18:49,2018/5/17 18:46,12937956,161527,1.25%,"科技频道-精品池,科技频道-热点池,Top频道-精品池,必读频道-精品池,四川地方站-精品池,河南地方站-精品池"
4375,5.17,Kido谢俊：电池续航能力是当前儿童手表市场最大痛点,http://view.inews.qq.com/a/20180517A1K8KS00,,未来图灵,科技,中,3,中,2018/5/17 22:51,2018/5/17 19:31,--,--,--,科技频道-精品池
4376,5.17,互联网套餐太多看不过来？我们选出了8款最值得买的手机卡,http://view.inews.qq.com/a/20180517V0VCX000,,,其他,中,3,中,2018/5/17 19:51,2018/5/17 17:09,--,--,--,"数码频道-精品池,科技频道-精品池"
4377,5.17,马刚：发布这个杀手级应用后，火绒要起飞了,http://view.inews.qq.com/a/20180517A1LOLK00,,雷锋网,科技,中,3,中,2018/5/17 22:51,2018/5/17 19:53,--,--,--,科技频道-精品池
4378,5.17,被AI大牛肯定的GAN新药探索公司，将眼光放向了区块链,http://view.inews.qq.com/a/20180517A1LYV400,,DeepTech深科技,科技,中,3,中,2018/5/17 22:51,2018/5/17 19:58,--,--,--,科技频道-精品池
4379,5.17,未来的淘宝将走向何方？,http://view.inews.qq.com/a/20180517A1QT9O00,,虎嗅APP,科技,中,3,中,2018/5/17 21:19,2018/5/17 21:01,--,--,--,"股票频道-精品池,科技频道-精品池"
4380,5.17,电商业务强劲，沃尔玛上季度业绩全面超预期,http://view.inews.qq.com/a/TEC2018051703690100,,腾讯科技,科技,高,3,中,2018/5/17 22:37,2018/5/17 22:36,--,--,--,"科技频道-精品池,Top频道-精品池"
4381,5.17,英国富豪状告FB诽谤 美国高管凌晨4点半参加会议求和解,http://view.inews.qq.com/a/TEC2018051703687100,,腾讯科技,科技,高,3,中,2018/5/17 22:37,2018/5/17 22:34,--,--,--,"科技频道-精品池,Top频道-精品池"
4382,5.17,高盛分析师称特斯拉未来两年最多需融资100亿美元,http://view.inews.qq.com/a/TEC2018051703688700,,腾讯科技,科技,高,3,中,2018/5/17 22:37,2018/5/17 22:35,--,--,--,"科技频道-精品池,Top频道-精品池"
4383,5.17,局部战争还是全面入侵？如何看待搜狗录音翻译笔？,http://view.inews.qq.com/a/20180517A1WVBK00,,脑极体,科技,中,3,中,2018/5/17 22:46,2018/5/17 22:39,--,--,--,科技频道-精品池
4384,5.17,俄罗斯公司打造最贵iPhone X，可太阳能充电将送给马斯克,http://view.inews.qq.com/a/20180517A1GOSI00,,科技新知,科技,中,3,中,2018/5/17 22:44,2018/5/17 18:41,--,--,--,科技频道-精品池
4385,5.17,HTC正式宣布推出一款新型区块链手机,http://view.inews.qq.com/a/20180517A1AN4100,,信链社,数码,中,3,中,2018/5/17 22:42,2018/5/17 17:45,--,--,--,科技频道-精品池
4386,5.17,一线丨小米与招商局达成合作 在金融和产业园区方面协同发展,http://view.inews.qq.com/a/TEC2018051703668200,,腾讯科技,科技,高,3,中,2018/5/17 22:22,2018/5/17 22:19,--,--,--,"科技频道-精品池,Top频道-精品池"
4387,5.17,没帮周杰伦写词的方文山，去做了网剧网游、知识付费、虚拟偶像,http://view.inews.qq.com/a/20180517A1TP0B00,,创业邦,娱乐,中,4,中,2018/5/17 22:04,2018/5/17 21:43,--,--,--,"科技频道-精品池,Top频道-精品池,郑州地方站-精品池"
4388,5.17,暴走漫画内部整顿：视频节目下线，多个app无限期关停,http://view.inews.qq.com/a/20180517A1SN8C00,,澎湃新闻,动漫,高,3,中,2018/5/17 21:34,2018/5/17 21:25,--,--,--,"科技频道-精品池,Top频道-精品池,郑州地方站-精品池"
4389,5.17,刷新记录！特斯拉ModelX成功拖动130吨波音787飞机,http://view.inews.qq.com/a/20180517V1SPJA00,,,其他,中,3,中,2018/5/17 22:22,2018/5/17 21:27,--,--,--,科技频道-精品池
4390,5.17,特斯拉撞车事故引发联邦调查，但马斯克表示很冤,http://view.inews.qq.com/a/20180517A1QUGJ00,,雷锋网,科技,高,3,中,2018/5/17 22:03,2018/5/17 21:02,--,--,--,"科技频道-精品池,Top频道-精品池"
4391,5.17,搭载骁龙845的一加6背后，是刘作虎对产品的克制和坚持,http://view.inews.qq.com/a/20180517A1SF3U00,,极客公园,数码,高,3,中,2018/5/17 22:07,2018/5/17 21:21,--,--,--,"科技频道-精品池,Top频道-精品池"
4392,5.17,英国科学家研发超薄隐形眼镜，不仅能发射激光，能验假币功能绝了,http://view.inews.qq.com/a/20180517V1HSF000,,,其他,中,3,中,2018/5/17 22:06,2018/5/17 18:58,--,--,--,科技频道-精品池
4393,5.17,大米和小米获达晨创投4000万元投资,http://view.inews.qq.com/a/20180517A1TZ4600,,投资界,科技,中,3,中,2018/5/17 22:05,2018/5/17 21:48,--,--,--,科技频道-精品池
4394,5.17,互视科技：纯视频远程会诊怎么行？实时共享协作才是生产力,http://view.inews.qq.com/a/20180517A1NOJ800,,动点科技,科技,高,3,中,2018/5/17 20:53,2018/5/17 20:17,--,--,--,"科技频道-精品池,Top频道-精品池"
4395,5.17,又一名高管离职 亚马逊10个月里流失高管超过12人,http://view.inews.qq.com/a/TEC2018051703621800,,腾讯科技,科技,高,3,中,2018/5/17 21:48,2018/5/17 21:47,--,--,--,"科技频道-精品池,Top频道-精品池"
4396,5.17,联想要誓死打赢的荣誉保卫战，背后是怎样的真相与博弈,http://view.inews.qq.com/a/20180517A1SDQ500,,i黑马,科技,高,4,中,2018/5/17 21:48,2018/5/17 21:20,--,--,--,"科技频道-精品池,Top频道-精品池"
4397,5.17,小鱼易连推出肩膀计划 打造云+端双师课堂解决方案,http://view.inews.qq.com/a/20180517A1UBFD00,,36氪,教育,中,3,中,2018/5/17 22:00,2018/5/17 21:55,--,--,--,科技频道-精品池
4398,5.17,一线丨500彩票与天津彩管中心达成合作 将在线下展开试运营,http://view.inews.qq.com/a/TEC2018051703620100,,腾讯科技,彩票,中,3,中,2018/5/17 21:48,2018/5/17 21:47,--,--,--,科技频道-精品池
4399,5.17,刘强东：16万员工都不会裁掉 我只是想打造一个无人公司,http://view.inews.qq.com/a/20180517A1I08F00,,GPLP,科技,高,3,中,2018/5/17 19:55,2018/5/17 19:02,--,--,--,"财经频道-精品池,科技频道-精品池,Top频道-精品池"
4400,5.17,一线 | 阿里张勇：淘宝是年轻一代宏大梦想的镜子,http://view.inews.qq.com/a/TEC2018051703599500,,腾讯科技,科技,中,3,中,2018/5/17 21:34,2018/5/17 21:29,--,--,--,科技频道-精品池
4401,5.17,招商局携手小米 推动产业与资本深度合作,http://view.inews.qq.com/a/TEC2018051703595100,,e公司,科技,高,3,中,2018/5/17 21:25,2018/5/17 21:25,--,--,--,"科技频道-精品池,Top频道-精品池"
4402,5.17,三六零百亿定增：内幕信息登记违规阴霾下蓄力狂奔,http://view.inews.qq.com/a/20180517B1BWNN00,,野马财经,财经,高,3,中,2018/5/17 20:39,2018/5/17 17:50,--,--,--,"科技频道-精品池,Top频道-精品池"
4403,5.17,原百度外卖董事长巩振兵出任易到CEO，看好“免佣”新模式,http://view.inews.qq.com/a/20180517A1BTM700,,猎云网,科技,高,3,中,2018/5/17 20:43,2018/5/17 17:56,--,--,--,"科技频道-精品池,Top频道-精品池"
4404,5.17,漫威粉复仇者联盟限量版来了，一加手机6发布，售价3199元起,http://view.inews.qq.com/a/20180517A1BVNU00,,财经天下周刊,数码,高,3,中,2018/5/17 20:44,2018/5/17 17:56,--,--,--,"科技频道-精品池,Top频道-精品池"
4405,5.17,游戏直播下半场  深耕手游直播的触手TV正实现弯道超车,http://view.inews.qq.com/a/20180517A1SDOD00,,i黑马,游戏,中,3,中,2018/5/17 21:27,2018/5/17 21:20,--,--,--,科技频道-精品池
